MARA-MATNR	MARA-MTART	MARA-YYGTYPKURZB	MARA-ZZBCODE	MARA-ZZUPDKT	GD-TEXT_DE	GD-TEXT_EN	GD-TEXT_FR	GD-TEXT_IT	GD-TEXT_NL	GD-TEXT_PT	GD-TEXT_ES	GD-TEXT_FI	GD-TEXT_SV	IV-TEXT_DE	IV-TEXT_EN	IV-TEXT_FR	IV-TEXT_IT	IV-TEXT_NL	IV-TEXT_PT	IV-TEXT_ES	IV-TEXT_FI	IV-TEXT_SV	MARA-MEINS	MARA-SPART	MARA-MATKL	MARA-LABOR	MARA-BISMT	MARA-ZZNEUMT	MARA-ZZBOSCHMAT	MARA-PRDHA	MARA-MTPOS_MARA	MARA-ZZVORZTYP	MARA-BEGRU	MARC-MMSTA	MARC-MMSTD	MARA-ZZVWERK	MARA-BRGEW	MARA-NTGEW	MARA-GEWEI	MARA-VOLUM	MARA-VOLEH	MARA-GROES	MARA-NORMT	MARA-WRKST	MARA-KZUMW	MARA-YYGEXPDAT	MARA-ILOOS	MARA-ZEINR	MARA-ZEIAR	MARA-ZEIVR	MARA-BLATT	MARA-AESZN	MARA-ZEIFO	MARA-BLANZ	MVKE-AUMNG	MVKE-LFMNG	MVKE-SCMNG	MVKE-MVGR3	MARA-ZZRCL	MVKE-SCHME	MARC-HERKL	MARC-HERKR	MARC-STAWN	MARC-MAXLZ	MARC-LZEIH	MARC-ZZLOGKL	MARA-YYGPARTCAT1	MARA-YYGPARTCAT2	MATNR_ASCO	CCODE_ASCO
EM70005648														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005655														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005663														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005668														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005682														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005721														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005744														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005776														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005793														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005817														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005832														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005837														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005850														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005854														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005879														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005890														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005936														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005939														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005955														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005964														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70005984														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019078														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019080														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019092														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019102														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019128														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019134														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019161														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019164														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019167														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019203														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019222														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019223														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019247														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019259														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019262														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019270														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019274														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019280														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019282														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019285														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019288														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019289														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019290														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019297														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019305														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019316														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019321														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019322														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019333														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019335														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019395														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019397														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019408														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019414														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019432														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019451														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70019472														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006487														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006493														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006514														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006567														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006609														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006634														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006646														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006648														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006670														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006685														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006701														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006708														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006713														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006714														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006718														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006734														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006736														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006745														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006756														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70048489														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006855														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006945														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006963														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006984														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70006995														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007026														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007027														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007042														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007048														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007050														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007053														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007063														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007080														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007099														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007102														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007115														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007162														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018650														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018694														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018697														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018700														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018709														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018711														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018717														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018720														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018727														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018746														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018754														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018758														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018762														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018766														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018768														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018770														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018777														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018786														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70107182														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018791														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018801														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018806														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018815														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018830														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018836														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018840														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018855														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018866														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018870														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018893														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018906														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70A10343														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018921														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018937														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018940														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70018943														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007869														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70048491														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007900														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007918														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007890														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007949														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70007996														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008017														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008019														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008035														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008038														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008048														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008100														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008106														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008127														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008148														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008155														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008178														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008186														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008200														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008216														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008221														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008226														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70048493														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008237														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008262														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008266														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008277														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008292														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008328														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008339														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008345														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008351														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008366														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008370														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008447														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70008459														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70004770														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70004773														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
EM70113607														15.05.2025: Item Status modified | Syteline-SAP syncronisation |	2025-05-15: Item Status modified | Syteline-SAP syncronisation |																		4000	AE																									QC01											
